fin	feature	left_context	kwic	right_context
ajánl	inf_form		Szeretnék figyelmetekbe ajánlani	egy másik fotóstól származó tűzijátékos albumot.
ajánl	inf_form		Merem ajánlani	az Xperia S-t.
ajánl	inf_form		Kérnék valami jó hűtőt ajánlani	hozzá.
ajánl	inf_form		Tudom ajánlani	Nektek megnézésre.
ajánl	inf_form		Szeretném a figyelmetekbe ajánlani	ezt a blogot.
ajánl	inf_form		Szeretnénk a szerkesztőség figyelmébe ajánlani	a napokban napvilágot látott Ecofys tanácsadó szervezet legfrissebb tanulmányát.
ajánl	inf_form		Szokták ajánlani	gyorsításra a melegítést.
ajánl	inf_form		Szeretném nektek ajánlani	az egyik Grafikusunk / Designerünk.
ajánl	inf_form		Szeretném a figyelmükbe ajánlani	Mallku Pacha üzenetét.
ajánl	inf_form		Tudnátok valamit ajánlani	ami segítene.
ajánl	inf_form		Szeretnék figyelmetekbe ajánlani	egy 20 perces filmet.
ajánl	inf_form		Szeretnék a figyelmetekbe ajánlani	két könyvet.
ajánl	inf_form		Szeretném figyelmetekbe ajánlani	a www.bananfa.hu oldalt.
ajánl	inf_form		Szeretnék egy olvasmányt ajánlani	a hétvégére.
ajánl	inf_form		Szeretném figyelmetekbe ajánlani	Laár András kezdeményezését.
ajánl	inf_form		Szeretném figyelmedbe ajánlani	az FM Group termékeit.
ajánl	inf_form		Tudnátok ajánlani	egy router-t 40/20-as nethez.
ajánl	inf_form		Merem ajánlani	.
ajánl	inf_form		Tudnátok ajánlani	valami megbízható UPS-t 20ezerig kis irodai használatra.
ajánl	inf_form		Szeretnék egy programot a figyelmetekbe ajánlani	.
ajánl	inf_form		Tudok ajánlani	.
ajánl	inf_form		Tudnék ajánlani	mindenkinek egy megfelelő házipatika beszerzését.
ajánl	inf_form		Ajánlani tudom	férfiaknak és nőknek is egyaránt.
ajánl	inf_form		Tudok is ajánlani	valamit.
ajánl	inf_form		Ajánlani tudom	például az Art&Faith top százas filmlistáját.
ajánl	inf_form		Szeretném ezt is a szíves figyelmükbe ajánlani	.
ajánl	inf_form		Szeretnék az önök figyelmébe ajánlani	két dolgot.
ajánl	inf_form		Szeretném ezt a módosító javaslatot figyelmükbe ajánlani	.
ajánl	inf_form		Szeretném mindezek után a külügyi bizottság nevében én is támogatásra ajánlani	a tisztelt Háznak az országgyűlési határozati javaslatot.
ajánl	inf_form		Szeretnék még ötleteket ajánlani	a figyelmükbe.
ajánl	inf_form		Szeretnék még egy dolgot ajánlani	önöknek.
ajánl	inf_form		Tudom ajánlani	.
ajánl	inf_form		Tudok ajánlani	egy-két jó könyvet...
ajánl	inf_form		Szeretnék ajánlani	egy csudakis helyet: a palacsintást a Korona-passageban a Kálvin téren.
ajánl	inf_form		Tudok ajánlani	olcsó orvosokat.
ajánl	inf_form		Ajánlani tudom	a hegymászóboltokat.
ajánl	inf_form		Tudom ezt ajánlani	mindenkinek.
ajánl	inf_form		Ajánlani lehetne	tanulságként minden kezdő fórumosnak.
ajánl	inf_form		Szeretném a figyelmetekbe ajánlani	Kurt Vonnegut “ Éj Anyánk “ címu könyvét.
ajánl	inf_form		Tudom ajánlani	Koestler: Egy mitosz anatómiája cimü rövid írását.
ajánl	inf_form		Ajánlani tudom	mindekinek.
ajánl	inf_form	-	Ajánlani tudnám	a karosszériafűtést.
ajánl	inf_form		Tudom ajánlani	a Fülöp-szigeteket mindenkinek.
ajánl	inf_form		Ajánlani csak a lakóhely szerinti választókerületben induló jelöltet lehet	.
ajánl	inf_form		Tudok ajánlani	egy szerelőt.
ajánl	inf_form		Tudom ajánlani	.
ajánl	inf_form		Szeretném ezt ajánlani	a Ház figyelmébe is.
ajánl	inf_form		Szeretném figyelmébe ajánlani	a tisztelt kormánynak az előző oktatási törvényben elhatározott célokat.
ajánl	inf_form		Szeretném képviselőtársaim figyelmébe ajánlani	a módosító indítványt.
ajánl	inf_form		Szeretném az önök figyelmébe ajánlani	ebből a következő gondolatokat.
ajánl	inf_form		Ajánlanom is kéne	őt e tisztre.
ajánl	FIN INF		Ajánlom az Einstein féle relativitás elméletet tanulmányozni	e témában...
ajánl	FIN INF		Ajánlom figyelmébe az élni	és élni hagyni elvet.
ajánl	FIN INF		Ajánlott a hangvégfok 10 V-os kondijait is 16-osra cserélni	.
ajánl	FIN INF		Ajánlom nagy művek felől olvasni	.
ajánl	FIN INF		Ajánlott a kezet inkább az asztalra tenni	.
ajánl	FIN INF		Ajánlott a pumpálások közt szünetet tartani	és elkerülni a túlzott szívóhatást.
ajánl	FIN INF		Ajánlott az exszikkátor testét és fedelét az evakuálás ( vákuum bekapcsolása ) előtt egymáshoz rögzíteni	.
ajánl	FIN INF		Ajánlott várni	legalább egy órát a fogmosással a savas ételek és italok fogyasztása után.
ajánl	INF FIN		Ajánlani én a Gravis Firebird 2-est ajánlom	.
ajánl	INF FIN		Gyorsítani ajánlom	a CLEAN MASTER programot rengeteg helyet és memóriát szabadít fel.
ajánl	INF FIN		Főzni szerető geekeknek ajánlunk	néhány ajándékot karácsonyra.
ajánl	INF FIN		Villantani kívánó üzletembereknek kifejezetten ajánlott	.
ajánl	INF FIN		Tanulni vágyó nézőiknek ajánlják	hétfőtől csütörtökig délután fél 5-től fél 6-ig a Katedra nélkül című oktatási-távoktatási programjaikat.
ajánl	INF FIN		Kerékpározni a dombos vidék és a szűk utak miatt csak gyakorlottabbaknak ajánlott	.
vár	inf_form		Várni és várni	.
vár	inf_form		Várni kell	még...
vár	inf_form		Várni mindig érdemes	.
vár	inf_form		Várni kellene	.
vár	inf_form		Nincs értelme tovább várni	.
vár	inf_form		Várni kell	és lesni az idő múlását.
vár	inf_form		Várni kellett	s két térde között a kapitány.
vár	inf_form		Kedvem lett volna egy évig várni	a felelettel...
vár	inf_form		Várnom kellett	.
vár	inf_form		Várni kellett	.
vár	inf_form		Jobb ezzel egy kis ideig várni	.
vár	inf_form		Várni kellett	.
vár	inf_form		Várni kell	.
vár	inf_form		Várnom kell	.
vár	inf_form		Várni kell	.
vár	inf_form		Várni kell	.
vár	inf_form		Várnia kellett	.
vár	inf_form		Várni kell	.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Várnom kell	.
vár	inf_form		Várni fog	.
vár	inf_form		Várni kell	a csomagokra.
vár	inf_form		Várni fog	.
vár	inf_form		Várni fogja	valaki.
vár	inf_form		Várni kell	.
vár	inf_form		Várni kell	.
vár	inf_form		Megunják otthon várni	az ördögök.
vár	inf_form		Nincs türelmem szerdáig várni	.
vár	inf_form		Lehet rájuk várni	.
vár	inf_form		Szeretek várni	.
vár	inf_form		Várni fogok	.
vár	inf_form		Várni fogunk	.
vár	inf_form	-	Várni kell	.
vár	inf_form		Várni kell	.
vár	inf_form		Várnom kell	.
vár	inf_form		Várnia kell	.
vár	inf_form		Várni még rosszabb	.
vár	inf_form	-	Várni kell	.
vár	inf_form		Várni tudni kell	.
vár	inf_form		Ülni az ablak előtt és várni	valakit...
vár	inf_form		Érdemes volt várnunk	.
vár	inf_form		Nincs mit várni	tovább.
vár	inf_form	-	Várni foglak	.
vár	inf_form	-	Várni fogja	magát.
vár	inf_form	-	Várni foglak	.
vár	inf_form		Várni fogom	Hruscsov elvtárs telefonját.
vár	inf_form	-	Várni kell	.
vár	inf_form	-	Várni fogja	magát.
vár	inf_form		Jobb lenne várni	még.
vár	inf_form		Várni kell	.
vár	inf_form		Nincs mit várnia	.
vár	inf_form		Nincs mit várnia	.
vár	inf_form		Várni tud	.
vár	inf_form		Várnia kellett	.
vár	inf_form		Várni kell	.
vár	inf_form		Várnom kell	12-ig.
vár	inf_form		Jó itt állni a villamosra várni	.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Érdemes vót várni	.
vár	inf_form		Jogod lett volna tovább várni	a tisztet.
vár	inf_form		Várni kell	.
vár	inf_form	-	Várni kell	rá.
vár	inf_form		Várnom kell	rá.
vár	inf_form		Várnom kell	.
vár	inf_form	-	Szeret várni	rám a kocsival.
vár	inf_form		Várnom kellett	.
vár	inf_form		Várnom kellett	...
vár	inf_form		Várni kell	.
vár	inf_form		Tudok azonban én is várni	: megszoktam húsz év alatt.
vár	inf_form		Várni kell	egy kicsit.
vár	inf_form		Várni kell	.
vár	inf_form	“	Unalmas általában mindenre örökké várni	.
vár	inf_form		Várnom kellett	.
vár	inf_form		Várni kell	.
vár	inf_form		Várni fogunk	.
vár	inf_form		Várni fogom	...
vár	inf_form		Várni kell	az átszállásnál.
vár	inf_form		Nincs ok várni	a bevezetésükkel.
vár	inf_form		Várni kell	...
vár	inf_form		Várnia kell	.
vár	inf_form		Várni foglak	.
vár	inf_form		Várni foglak	.
vár	inf_form		Naivitás lett volna efféle belátást várni	tőlük.
vár	inf_form		Lehet avval várni	.
vár	inf_form		Várni kell	az biztos.
vár	inf_form		Várnia kell	...
vár	inf_form		Várni kell	pár hétig és csak azután csalódni.
vár	inf_form		Várni kell	.
vár	inf_form		Várni kell	egy kicsit...
vár	inf_form		Várni viszont nehéz	.
vár	inf_form		Megérte várni	rá.
vár	inf_form		Várni kell	.
vár	inf_form		Nincs időnk addig várni	“ -mondta Kovács.
vár	inf_form		Érdemes kicsit várni	a csekkbefizetéssel.
vár	inf_form		Érdemes kicsit várni	a csekkbefizetéssel.
vár	inf_form		Várni fogom	azt a pillanatot...
vár	inf_form		Érdemes tehát egy kicsit várni	még.
vár	inf_form		Várni fogunk- ölelt meg	Esme és szépen sorban mind.
vár	inf_form		Várni kell	rájuk.
vár	inf_form		Tudok várni	.
vár	inf_form		Érdemes -e rá várni	decemberig.
vár	inf_form		Nincs idő tovább várni	.
vár	inf_form		Várni kell	rájuk.
vár	inf_form		Várni fog	téged és vigyáz majd rád.
vár	inf_form		Várni akartam	.
vár	inf_form		Várni akarok	.
vár	inf_form		Várni azonban kell	.
vár	inf_form		Megérte várni	.
vár	inf_form		Várni kellett	volna egy évet a robbantásig.
vár	inf_form		Várni tudok	.
vár	inf_form		Tud várni	egyébként.
vár	inf_form		Lehet várnom	kellene a TV vásárlással a G sorozatra: S.
vár	inf_form		Érdemes lenne még várni	vele.
vár	inf_form		Kár lenne vele várni	az évad végéig.
vár	inf_form		Megtestesült hitetlenség Isten jeleire várni	.
vár	inf_form		Bölcsebb lett volna várni	egy évet A srácok nagyon szeretnék újra megpróbálni a dolgot jövőre.
vár	inf_form		Várni kell	.
vár	inf_form		Várni kell	újabb verzióra ( de a simánál nálam ez volt a probléma ).
vár	inf_form		Érdemes volt türelmesen várnom	.
vár	inf_form		Várnom kell	néhány percet.
vár	inf_form	“	Érdemes volt várni	...
vár	inf_form		Megérné várni	egy kicsit.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Megéri várni	a munkáltatói lakástámogatással.
vár	inf_form		Nincs időnk várni	.
vár	inf_form		Várni kell	estig.
vár	inf_form		Nincs mire várnunk	.
vár	inf_form		Nincs mire várnunk	.
vár	inf_form		Igazságtalan lenne valami meglepőt várni	e téren.
vár	inf_form	-	Hiba lenne a pártokra várni	.
vár	inf_form		Várni kell	még a magyar seriffekre A kungfuról már rég letettek a közterület-felügyelők Gumibottal és trélerrel erősítenék a közterületeseket Meghalt a taxisblokád rendőrfőkapitánya Határozatlan időre Szabó Mihály nyugállományú rendőr ezredest nevezte ki a Fővárosi Közterület-felügyelet élére szerdán a közgyűlés városrendészeti bizottsága.
vár	inf_form		Várni kell	.
vár	inf_form		Várni kell	még néhány hetet.
vár	inf_form		Szeretnék a szemébe nézni és várni	a választ.
vár	inf_form		Érdemes volt várni	.
vár	inf_form		Megérte várni	rá...
vár	inf_form		Várni kell	.
vár	inf_form		Lehet tehát remegve várni	a hivatalos bejelentést....
vár	inf_form		Van mire várni	.
vár	inf_form		Megérte várni	.
vár	inf_form		Tudnak várni	.
vár	inf_form		Érdemes még legalább egy hónapot várni	a téli gumik nyárira cserélésével.
vár	inf_form		Érdemes volt várni	.
vár	inf_form		Érdemes volt várni	.
vár	inf_form		Tudok még várni	10-12 percet.
vár	inf_form		Várni kell	2-3 mp-et.
vár	inf_form		Várni kell	a mentőre.
vár	inf_form		Várni kell	az első kisbubára.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Megérte várni	rá.
vár	inf_form		Megérte hatvan évet várni	rá.
vár	inf_form	“	Várni fogok	rád.
vár	inf_form		Kár eddig várni	...
vár	inf_form		Érdemes várni	az eladással Káposztáson Elkezdődött a káposztásmegyeri Aquaworld építése Házat is lehet találni mérsékelt áron A kevésbé népszerű téglaépítésű lakások többségéért 200 és 280 ezer forint közötti négyzetméterárat kérnek.
vár	inf_form		Várniuk kell	DNS-teszttel a családokért A haiti földrengés után magukra maradt gyerekek DNS-mintájának levételére készülnek spanyol szakemberek.
vár	inf_form		Lehet várni	a karácsonyt.
vár	inf_form		Borzalmas volt várni	.
vár	inf_form		Lehet innentől kezdve pihenni és várni	az újabb áldozatokat.
vár	inf_form		Várni kell	valószínűleg az új helymeghatározó böngészés funkcióval élni tudó weboldalakra is.
vár	inf_form		Megérte várni	: a Spartacus: Blood and Sand az amerikai Starz tévécsatorna sikertörténete.
vár	inf_form		Várnunk kell	a megfelelő alkalomra.
vár	inf_form		Egyszerűbb a kormány szociális juttatására várni	.
vár	inf_form		Ajánlott várni	legalább egy órát a fogmosással a savas ételek és italok fogyasztása után.
vár	inf_form		Várnia kellett	viszont az oroszországi háború befejeztére.
vár	inf_form		Várnunk kell	az óvások ügyében az UEFA döntésére.
vár	inf_form		Jó várni	és megadással lenni az Úr szabadításáig.
vár	inf_form		Várni kell	.
vár	inf_form		Várnia kell	egyszerűen és nagyon nagy kárt és egyéb bajt szenvedhet el emiatt a késedelem miatt.
vár	inf_form	“	Nincs mire várnunk	.
vár	inf_form		Nincs mire várni	.
vár	inf_form		Várni kell	a köd miatt.
vár	inf_form		Lehet persze tőlünk nagyon szép dolgokat várni	.
vár	inf_form		Várni kellett	.
vár	inf_form		Várnom kell	és figyelnem...
vár	FIN INF		Várni és várni	.
vár	FIN INF		Várni és hallgatózni	legjobb ilyenkor.
vár	FIN INF		Várni kell és lesni	az idő múlását.
vár	FIN INF		Várom az eladni vagy vásárolni	szándékozók jelentkezését.
vár	FIN INF		Várjuk a Nemzetben gondolkodó és érte tenni	akaró szervezetek csatlakozását.
vár	FIN INF		Várunk minden borzongani	vágyót...
vár	FIN INF		Várom előre is köszii	.:) pusz < 3 * Louis.
vár	FIN INF		Várják játszani	a Haladás és a Fradi öregfiúit és a színészválogatottat is.
vár	FIN INF		Várunk minden csatlakozni	vágyót folyamatosan.
vár	FIN INF		Várunk már most csapatokat nevezni	.
vár	INF FIN		Pihenni vár	a barlangkori hajnal óta.
vár	INF FIN		Bersani 2-3 millió szavazót vár	.
vár	INF FIN		Kulturálódni vágyókat pedig a Bessenyei Ferenc Művelődési Központ várja	.
enged	inf_form		Muszáj volt neki valamennyit engedni	.
enged	inf_form		Engedni kell	.
enged	inf_form		Muszáj lesz engedni	Jolánunkat is.
enged	inf_form		Féltem közel engedni	magamhoz.
enged	inf_form		Lehetett engedni	anyjának.
enged	inf_form		Kár volt engedni	Rodrigueznek és kihagyni Bekény őrnagy urat a képből.
enged	inf_form		Engedniük kell	.
enged	inf_form		Engednem kellett	hát a rendező óhajának.
enged	inf_form	-	Kezdtük őt egyre többször szabadon engedni	a lakásban.
enged	inf_form		Kellett a “ független bíróságnak “ engedni	az előző kormány politikai akaratának.
enged	inf_form		Hallottuk: engedni	felelősséget jelent.
enged	inf_form	“	Szükségtelen azonban engedni	az indulatoknak.
enged	inf_form		Kár volt engedni	.
enged	inf_form		Engednie kell	a látszat megkövetelte szokásoknak.
enged	inf_form		Lehetetlen a tornyokon sétára engedni	.
enged	FIN INF	-	Engedjük duzzogni	.
enged	FIN INF		Engedjük lépni	a verset.
enged	FIN INF		Engedni a sugallatoknak s dacolni	velük: egyformán hamis.
enged	FIN INF		Engedte magát ölelni	ezen az estén is.
enged	FIN INF		Engedte gyönyörű fehér idomaira szállni	őket.
enged	FIN INF		Engedik a világnak látni	a reményt.
enged	FIN INF		Engedik begyűrüzni	a piaci árcsökkenéseket.
enged	FIN INF		Engedjük hát magunkat s másokat ( kiváltképpen a felnövekvő nemzedéket ) a jóravalóságban létezni	.
enged	FIN INF		Engedték a patakot inkább a város mellett folyni	.
enged	INF FIN		Bántani mégsem engedi	.
enged	INF FIN		Választani enged	.
enged	INF FIN		Sejteni engedte	: meglepetések sohasem kizárhatóak...
enged	INF FIN		Futni engedi	a férfit és a győzelmi mámortól telten indul vissza kedveséhez.
győz	inf_form		Győznöm kell	...
győz	inf_form		Győznöm kell	.
győz	inf_form		Győzni fogsz	.
győz	inf_form		Győzni akartak	mindenáron.
győz	inf_form		Győzni fog	itt a jó.
győz	inf_form		Győzni fog	itt a jó.
győz	inf_form		Tudnak győzni	.
győz	inf_form		Győzni csak így érdemes	.
győz	inf_form		Győzni csak így érdemes	.
győz	inf_form		Megtanul győzni	.
győz	inf_form		Megtanul győzni	.
győz	inf_form		Győzni kell	.
győz	inf_form		Győznie kellene	Palmer ellen.
győz	inf_form		Győzni látszik	a durva hazudozás.
győz	inf_form		Győzni látszik	a lakosság ellenállása a HidroAysén projekttel kapcsolatban.
győz	inf_form		Győzni kell	jövőre.
győz	inf_form		Sikerült győznöd	.
győz	inf_form		Győzni az fog	amelyiket etetem....
győz	inf_form		Győzni mindenki tud	.
győz	inf_form		Győzni ugyanis nagyon veszélyes	.
győz	inf_form		Győzni akart	és sikerült is nyernie a CSZKA Szófia ellen az MTK-nak.
győz	inf_form		Győzni azonban kötelező	.
győz	inf_form		Jó lenne innen győzni	.
győz	inf_form		Hamis volt a Hagyjátok a hadsereget győzni	jelszó.
győz	inf_form		Győznöm kell	.
győz	inf_form	-	Győzni jöttünk	Magyarországra.
győz	inf_form		Győzni kell	egységben.
győz	inf_form	“	Győzni megyek	Malajziába.
győz	inf_form		Győzni pedig jó	.
győz	inf_form	“	Győznünk kell	a San Siróban.
győz	inf_form		Győznünk kell	.
győz	inf_form	-	Győzni megyünk	Pécsre.
győz	inf_form		Győzni szeretnénk	a zárófordulóban.
győz	inf_form	“	Győzni jöttem	Magyarországra.
győz	inf_form		Győznie kellett	a továbbjutáshoz az Európa Ligában a Napolinak a Steaua Bukarest ellen.
győz	inf_form		Győzni tudott	viszont az 1973-as moszkvai universiade női 400 méteres számában.
győz	inf_form		Győzni akar	.
győz	inf_form		Győznünk kellett	.
győz	FIN INF		Győz az idő: suta látvány nézni	a távolodó karikát.
győz	FIN INF		Győz az idő: suta látvány nézni	a távolodó karikát.
győz	FIN INF		Győztem helyére tenni	ezt a drangalagi ízlést.
győz	FIN INF		Győzte hessegetni	.
győz	FIN INF		Győztem a gulyás mögé fogni	.
győz	FIN INF		Győztem pucolni	.
győz	FIN INF		Győzöm inni	a citromos vizeket.
győz	FIN INF		Győzni akart és sikerült is nyernie	a CSZKA Szófia ellen az MTK-nak.
győz	FIN INF		Győzött az idei budapesti vb-n a felnőttek között ezüstérmes egyiptomi Aja Medani	.
